Order_Item_ID;Order_ID;Product_ID;Quantity;Unit_Price;Discount
OI00033991;O0013572;P0259;5;206.94;0.0
OI00033992;O0013572;P0162;5;1006.59;0.0
OI00033993;O0013573;P0040;2;518.02;0.05
OI00033994;O0013573;P0127;5;870.74;0.0
OI00033995;O0013573;P0175;3;2434.36;0.05
OI00033996;O0013574;P0187;2;204.09;0.15
OI00033997;O0013574;P0149;2;1901.5;0.0
OI00033998;O0013574;P0149;4;2325.99;0.0
OI00033999;O0013575;P0217;4;1866.38;0.0
OI00034000;O0013575;P0137;5;90.64;0.1
OI00034001;O0013576;P0247;2;2012.53;0.0
OI00034002;O0013576;P0120;2;55.59;0.1
OI00034003;O0013577;P0058;3;1794.23;0.15
OI00034004;O0013577;P0272;1;83.81;0.1
OI00034005;O0013578;P0103;4;689.82;0.05
OI00034006;O0013578;P0135;1;1438.57;0.0
OI00034007;O0013578;P0017;2;1964.6;0.05
OI00034008;O0013578;P0229;4;625.91;0.1
OI00034009;O0013579;P0140;5;131.24;0.0
OI00034010;O0013579;P0086;4;1164.74;0.2
OI00034011;O0013579;P0066;2;1206.4;0.05
OI00034012;O0013579;P0149;3;1906.17;0.15
OI00034013;O0013580;P0083;5;1711.12;0.0
OI00034014;O0013580;P0227;5;2317.67;0.05
OI00034015;O0013581;P0159;5;605.85;0.05
OI00034016;O0013582;P0208;2;1422.01;0.0
OI00034017;O0013582;P0029;5;1981.43;0.05
OI00034018;O0013582;P0209;5;1054.74;0.1
OI00034019;O0013583;P0103;2;678.42;0.0
OI00034020;O0013583;P0033;2;1006.61;0.1
OI00034021;O0013583;P0234;4;908.4;0.0
OI00034022;O0013584;P0251;5;519.65;0.05
OI00034023;O0013584;P0198;4;531.47;0.15
OI00034024;O0013585;P0141;5;2103.88;0.0
OI00034025;O0013585;P0258;3;2150.64;0.05
OI00034026;O0013585;P0091;1;2064.99;0.05
OI00034027;O0013585;P0216;4;1065.85;0.0
OI00034028;O0013586;P0189;4;209.32;0.15
OI00034029;O0013586;P0007;2;804.28;0.0
OI00034030;O0013586;P0005;3;146.0;0.15
OI00034031;O0013586;P0026;1;87.87;0.0
OI00034032;O0013587;P0132;2;374.1;0.0
OI00034033;O0013588;P0134;2;482.0;0.2
OI00034034;O0013588;P0007;4;747.16;0.15
OI00034035;O0013589;P0124;4;1341.47;0.0
OI00034036;O0013589;P0154;4;1131.72;0.1
OI00034037;O0013589;P0006;3;1069.11;0.0
OI00034038;O0013589;P0214;5;120.29;0.2
OI00034039;O0013590;P0294;2;273.18;0.0
OI00034040;O0013590;P0139;5;866.53;0.05
OI00034041;O0013591;P0137;2;83.14;0.0
OI00034042;O0013591;P0188;3;1717.57;0.1
OI00034043;O0013592;P0265;4;83.68;0.0
OI00034044;O0013592;P0159;4;571.84;0.05
OI00034045;O0013592;P0209;4;1043.74;0.05
OI00034046;O0013593;P0081;3;328.3;0.0
OI00034047;O0013593;P0014;2;69.28;0.0
OI00034048;O0013593;P0184;5;1580.27;0.15
OI00034049;O0013593;P0069;3;1336.78;0.0
OI00034050;O0013594;P0135;1;1467.46;0.0
OI00034051;O0013594;P0051;3;1946.11;0.0
OI00034052;O0013594;P0160;2;272.65;0.1
OI00034053;O0013595;P0233;3;987.39;0.1
OI00034054;O0013595;P0236;1;1931.15;0.0
OI00034055;O0013596;P0124;2;1420.83;0.1
OI00034056;O0013596;P0280;3;1639.67;0.15
OI00034057;O0013596;P0184;5;1556.26;0.1
OI00034058;O0013597;P0249;1;1013.95;0.1
OI00034059;O0013597;P0130;1;1608.48;0.05
OI00034060;O0013598;P0162;2;895.72;0.0
OI00034061;O0013598;P0105;3;333.17;0.0
OI00034062;O0013598;P0102;1;1194.48;0.0
OI00034063;O0013599;P0129;1;2089.51;0.0
OI00034064;O0013600;P0171;2;2246.33;0.05
OI00034065;O0013600;P0300;1;1421.19;0.1
OI00034066;O0013601;P0281;5;1607.67;0.1
OI00034067;O0013602;P0251;2;538.63;0.0
OI00034068;O0013603;P0024;5;1395.7;0.0
OI00034069;O0013603;P0281;2;1622.15;0.1
OI00034070;O0013603;P0057;5;259.21;0.1
OI00034071;O0013603;P0115;2;2116.92;0.15
OI00034072;O0013604;P0181;1;1883.65;0.1
OI00034073;O0013605;P0237;4;1324.09;0.1
OI00034074;O0013605;P0254;4;298.82;0.0
OI00034075;O0013605;P0121;2;106.06;0.1
OI00034076;O0013606;P0144;2;211.93;0.05
OI00034077;O0013606;P0040;4;519.72;0.05
OI00034078;O0013606;P0204;5;901.85;0.15
OI00034079;O0013607;P0096;5;1670.99;0.0
OI00034080;O0013607;P0092;2;1732.9;0.15
OI00034081;O0013608;P0074;2;2060.31;0.1
OI00034082;O0013608;P0222;2;564.77;0.15
OI00034083;O0013609;P0241;5;999.45;0.0
OI00034084;O0013609;P0248;4;618.15;0.0
OI00034085;O0013610;P0139;5;749.76;0.1
OI00034086;O0013610;P0083;1;1929.66;0.0
OI00034087;O0013611;P0128;2;1190.07;0.0
OI00034088;O0013611;P0043;5;302.09;0.1
OI00034089;O0013611;P0220;2;1767.12;0.05
OI00034090;O0013612;P0056;1;549.89;0.2
OI00034091;O0013613;P0220;3;1682.88;0.1
OI00034092;O0013613;P0143;4;1579.28;0.0
OI00034093;O0013613;P0013;5;616.8;0.0
OI00034094;O0013613;P0017;1;1944.28;0.2
OI00034095;O0013614;P0089;5;37.25;0.15
OI00034096;O0013614;P0086;5;1386.04;0.05
OI00034097;O0013615;P0287;1;224.56;0.1
OI00034098;O0013616;P0294;1;258.97;0.0
OI00034099;O0013616;P0219;5;644.11;0.05
OI00034100;O0013616;P0015;5;1255.24;0.0
OI00034101;O0013617;P0159;5;680.74;0.15
OI00034102;O0013617;P0190;3;2218.06;0.05
OI00034103;O0013617;P0014;1;78.01;0.05
OI00034104;O0013617;P0255;5;1882.97;0.05
OI00034105;O0013618;P0178;1;772.51;0.1
OI00034106;O0013618;P0038;4;157.35;0.0
OI00034107;O0013618;P0253;2;1082.8;0.2
OI00034108;O0013618;P0029;5;2155.9;0.1
OI00034109;O0013619;P0175;5;2459.79;0.0
OI00034110;O0013620;P0201;5;1173.79;0.0
OI00034111;O0013620;P0289;4;1263.16;0.15
OI00034112;O0013621;P0024;3;1531.55;0.0
OI00034113;O0013622;P0042;4;536.67;0.0
OI00034114;O0013622;P0110;3;1161.92;0.0
OI00034115;O0013622;P0023;4;420.9;0.1
OI00034116;O0013622;P0239;1;318.14;0.1
OI00034117;O0013623;P0271;5;1353.23;0.05
OI00034118;O0013623;P0233;1;1021.29;0.05
OI00034119;O0013623;P0002;4;2195.23;0.0
OI00034120;O0013624;P0300;1;1441.45;0.05
OI00034121;O0013624;P0250;3;735.46;0.05
OI00034122;O0013625;P0252;4;1602.44;0.0
OI00034123;O0013625;P0245;2;46.45;0.0
OI00034124;O0013625;P0206;3;866.31;0.1
OI00034125;O0013625;P0026;3;80.97;0.0
OI00034126;O0013626;P0090;2;300.15;0.0
OI00034127;O0013627;P0252;3;1473.35;0.05
OI00034128;O0013627;P0214;4;128.26;0.0
OI00034129;O0013628;P0261;2;1790.07;0.1
OI00034130;O0013628;P0090;4;287.84;0.1
OI00034131;O0013629;P0061;3;1071.37;0.05
OI00034132;O0013629;P0101;2;1356.07;0.0
OI00034133;O0013629;P0085;1;1193.76;0.0
OI00034134;O0013630;P0108;1;203.29;0.15
OI00034135;O0013630;P0129;3;2183.89;0.0
OI00034136;O0013631;P0199;4;1438.58;0.0
OI00034137;O0013631;P0206;1;938.23;0.0
OI00034138;O0013632;P0089;4;31.04;0.1
OI00034139;O0013633;P0262;2;1486.13;0.05
OI00034140;O0013633;P0297;4;1748.83;0.2
OI00034141;O0013634;P0195;3;1718.25;0.15
OI00034142;O0013634;P0282;2;1025.29;0.1
OI00034143;O0013634;P0087;3;947.42;0.15
OI00034144;O0013635;P0201;1;1183.12;0.0
OI00034145;O0013635;P0255;1;1889.4;0.0
OI00034146;O0013636;P0247;1;2048.92;0.0
OI00034147;O0013636;P0277;1;410.02;0.05
OI00034148;O0013636;P0120;2;55.64;0.05
OI00034149;O0013636;P0084;2;1260.85;0.1
OI00034150;O0013637;P0205;4;1127.31;0.05
OI00034151;O0013637;P0077;1;70.73;0.2
OI00034152;O0013638;P0046;1;364.22;0.1
OI00034153;O0013638;P0260;5;1782.8;0.0
OI00034154;O0013638;P0254;5;317.21;0.1
OI00034155;O0013639;P0029;1;2180.95;0.1
OI00034156;O0013640;P0162;3;905.14;0.0
OI00034157;O0013640;P0071;2;828.58;0.0
OI00034158;O0013641;P0191;1;343.89;0.0
OI00034159;O0013642;P0271;3;1422.97;0.0
OI00034160;O0013642;P0288;2;883.54;0.0
OI00034161;O0013643;P0059;2;246.28;0.0
OI00034162;O0013643;P0076;2;1698.64;0.0
OI00034163;O0013644;P0148;5;1691.54;0.1
OI00034164;O0013644;P0109;2;155.35;0.15
OI00034165;O0013644;P0157;3;990.81;0.0
OI00034166;O0013645;P0073;5;1081.19;0.0
OI00034167;O0013645;P0250;1;752.13;0.05
OI00034168;O0013646;P0209;4;1080.43;0.0
OI00034169;O0013646;P0273;3;13.78;0.0
OI00034170;O0013646;P0265;5;85.54;0.0
OI00034171;O0013647;P0185;4;203.07;0.0
OI00034172;O0013647;P0103;4;642.6;0.0
OI00034173;O0013647;P0152;2;305.44;0.1
OI00034174;O0013648;P0188;1;1770.58;0.1
OI00034175;O0013648;P0123;1;122.55;0.15
OI00034176;O0013648;P0271;3;1316.85;0.1
OI00034177;O0013648;P0250;2;724.0;0.05
OI00034178;O0013649;P0107;1;1440.02;0.1
OI00034179;O0013649;P0186;5;875.02;0.05
OI00034180;O0013650;P0205;1;1238.33;0.0
OI00034181;O0013650;P0012;3;1427.43;0.0
OI00034182;O0013650;P0168;5;1349.56;0.15
OI00034183;O0013650;P0037;5;816.64;0.05
OI00034184;O0013651;P0107;1;1496.5;0.2
OI00034185;O0013651;P0183;3;929.41;0.0
OI00034186;O0013651;P0293;3;2062.81;0.0
OI00034187;O0013652;P0060;3;747.93;0.05
OI00034188;O0013652;P0095;3;989.55;0.1
OI00034189;O0013652;P0095;3;854.25;0.05
OI00034190;O0013653;P0135;5;1407.24;0.0
OI00034191;O0013653;P0081;2;352.25;0.2
OI00034192;O0013654;P0251;4;472.28;0.1
OI00034193;O0013654;P0296;3;1390.33;0.0
OI00034194;O0013655;P0279;1;122.07;0.1
OI00034195;O0013656;P0095;4;1015.51;0.15
OI00034196;O0013656;P0228;5;852.04;0.0
OI00034197;O0013656;P0146;3;1619.55;0.0
OI00034198;O0013656;P0102;3;1413.14;0.1
OI00034199;O0013657;P0002;4;2315.48;0.05
OI00034200;O0013657;P0139;2;816.96;0.15
OI00034201;O0013657;P0138;5;697.17;0.1
OI00034202;O0013658;P0103;3;712.48;0.0
OI00034203;O0013658;P0158;4;892.76;0.2
OI00034204;O0013658;P0179;2;1439.49;0.0
OI00034205;O0013659;P0222;3;527.75;0.1
OI00034206;O0013659;P0143;1;1549.47;0.0
OI00034207;O0013659;P0215;4;1074.11;0.1
OI00034208;O0013659;P0080;2;210.26;0.1
OI00034209;O0013660;P0284;1;1640.51;0.0
OI00034210;O0013660;P0016;1;951.32;0.0
OI00034211;O0013661;P0187;5;203.81;0.0
OI00034212;O0013661;P0086;4;1350.66;0.0
OI00034213;O0013661;P0160;3;265.29;0.2
OI00034214;O0013661;P0208;5;1498.17;0.0
OI00034215;O0013662;P0034;1;522.3;0.05
OI00034216;O0013662;P0142;2;106.25;0.0
OI00034217;O0013663;P0033;5;1105.19;0.05
OI00034218;O0013663;P0067;5;233.85;0.0
OI00034219;O0013663;P0160;3;268.13;0.05
OI00034220;O0013664;P0067;5;249.95;0.0
OI00034221;O0013665;P0041;3;2106.58;0.0
OI00034222;O0013666;P0286;4;465.13;0.05
OI00034223;O0013667;P0098;2;560.51;0.0
OI00034224;O0013668;P0120;3;51.55;0.2
OI00034225;O0013668;P0190;5;2381.58;0.05
OI00034226;O0013669;P0077;3;76.53;0.0
OI00034227;O0013670;P0236;5;1776.37;0.05
OI00034228;O0013670;P0017;4;1792.3;0.05
OI00034229;O0013671;P0219;1;563.71;0.0
OI00034230;O0013671;P0063;1;254.23;0.0
OI00034231;O0013671;P0109;4;154.37;0.1
OI00034232;O0013671;P0027;3;912.58;0.1
OI00034233;O0013672;P0299;5;135.6;0.0
OI00034234;O0013673;P0118;5;233.97;0.0
OI00034235;O0013673;P0032;4;1536.84;0.0
OI00034236;O0013673;P0182;5;517.36;0.0
OI00034237;O0013673;P0114;3;307.99;0.0
OI00034238;O0013674;P0043;5;286.52;0.1
OI00034239;O0013675;P0024;4;1346.38;0.05
OI00034240;O0013675;P0039;1;1610.22;0.0
OI00034241;O0013675;P0281;2;1766.18;0.05
OI00034242;O0013676;P0123;5;114.4;0.0
OI00034243;O0013677;P0202;5;475.51;0.0
OI00034244;O0013678;P0018;4;1967.26;0.0
OI00034245;O0013679;P0263;1;229.36;0.1
OI00034246;O0013679;P0031;4;1672.24;0.0
OI00034247;O0013679;P0230;5;1432.7;0.0
OI00034248;O0013679;P0167;2;947.64;0.05
OI00034249;O0013680;P0072;5;920.51;0.0
OI00034250;O0013680;P0205;2;1058.77;0.0
OI00034251;O0013680;P0040;5;595.83;0.05
OI00034252;O0013681;P0035;1;1156.17;0.0
OI00034253;O0013681;P0102;4;1410.22;0.2
OI00034254;O0013681;P0253;4;1224.71;0.05
OI00034255;O0013681;P0097;4;1125.84;0.0
OI00034256;O0013682;P0059;3;277.78;0.05
OI00034257;O0013683;P0066;1;1206.58;0.0
OI00034258;O0013683;P0221;4;1137.51;0.2
OI00034259;O0013683;P0250;4;838.55;0.05
OI00034260;O0013684;P0278;2;1264.2;0.1
OI00034261;O0013684;P0131;4;92.57;0.1
OI00034262;O0013685;P0215;3;1219.8;0.1
OI00034263;O0013685;P0169;4;489.54;0.0
OI00034264;O0013685;P0032;1;1517.83;0.0
OI00034265;O0013685;P0066;1;1236.52;0.0
OI00034266;O0013686;P0204;2;875.03;0.05
OI00034267;O0013687;P0150;3;1361.96;0.1
OI00034268;O0013687;P0002;4;2184.4;0.15
OI00034269;O0013688;P0288;5;925.1;0.05
OI00034270;O0013688;P0082;2;997.85;0.0
OI00034271;O0013688;P0140;2;144.66;0.1
OI00034272;O0013689;P0187;2;221.08;0.2
OI00034273;O0013689;P0134;3;498.5;0.0
OI00034274;O0013689;P0222;4;641.93;0.0
OI00034275;O0013689;P0262;1;1361.66;0.1
OI00034276;O0013690;P0171;3;2276.7;0.1
OI00034277;O0013690;P0148;2;1620.71;0.1
OI00034278;O0013691;P0189;5;232.83;0.0
OI00034279;O0013692;P0251;1;496.52;0.2
OI00034280;O0013692;P0221;4;1139.19;0.0
OI00034281;O0013693;P0209;5;1153.94;0.05
OI00034282;O0013693;P0281;5;1722.52;0.2
OI00034283;O0013693;P0124;1;1301.69;0.15
OI00034284;O0013694;P0196;4;2154.64;0.05
OI00034285;O0013695;P0141;5;2023.87;0.0
OI00034286;O0013695;P0199;2;1236.72;0.05
OI00034287;O0013695;P0186;4;941.02;0.05
OI00034288;O0013695;P0004;2;868.94;0.05
OI00034289;O0013696;P0125;5;1602.44;0.2
OI00034290;O0013697;P0071;1;719.18;0.0
OI00034291;O0013697;P0265;3;80.7;0.1
OI00034292;O0013698;P0202;1;439.05;0.0
OI00034293;O0013698;P0078;4;1398.55;0.0
OI00034294;O0013699;P0058;1;1770.58;0.0
OI00034295;O0013699;P0231;2;772.66;0.0
OI00034296;O0013699;P0153;5;1256.64;0.0
OI00034297;O0013700;P0132;1;388.17;0.15
OI00034298;O0013700;P0197;3;1285.63;0.0
OI00034299;O0013701;P0090;2;311.33;0.2
OI00034300;O0013702;P0221;4;1234.63;0.15
OI00034301;O0013702;P0122;5;421.06;0.0
OI00034302;O0013702;P0176;1;1300.1;0.0
OI00034303;O0013703;P0237;1;1264.83;0.2
OI00034304;O0013704;P0296;2;1519.66;0.0
OI00034305;O0013704;P0036;3;1327.55;0.0
OI00034306;O0013704;P0142;4;116.33;0.0
OI00034307;O0013705;P0117;4;744.77;0.05
OI00034308;O0013706;P0248;2;682.08;0.15
OI00034309;O0013707;P0103;2;666.49;0.05
OI00034310;O0013708;P0208;1;1439.73;0.1
OI00034311;O0013708;P0158;5;958.63;0.1
OI00034312;O0013708;P0117;3;693.51;0.15
OI00034313;O0013708;P0187;5;242.76;0.2
OI00034314;O0013709;P0149;4;2090.36;0.0
OI00034315;O0013709;P0117;5;647.87;0.05
OI00034316;O0013709;P0295;1;580.56;0.0
OI00034317;O0013710;P0241;4;1067.8;0.0
OI00034318;O0013710;P0059;5;271.22;0.0
OI00034319;O0013710;P0153;3;1271.19;0.0
OI00034320;O0013710;P0249;2;1105.89;0.15
OI00034321;O0013711;P0210;3;1028.36;0.05
OI00034322;O0013711;P0069;5;1264.06;0.05
OI00034323;O0013711;P0200;1;129.53;0.0
OI00034324;O0013712;P0143;4;1691.11;0.1
OI00034325;O0013712;P0176;3;1195.01;0.1
OI00034326;O0013712;P0253;3;1205.1;0.0
OI00034327;O0013713;P0129;4;2204.67;0.0
OI00034328;O0013713;P0020;3;1839.45;0.0
OI00034329;O0013714;P0176;1;1264.23;0.15
OI00034330;O0013714;P0142;2;113.74;0.0
OI00034331;O0013715;P0067;5;257.09;0.0
OI00034332;O0013715;P0229;5;565.1;0.0
OI00034333;O0013716;P0188;1;1676.08;0.05
OI00034334;O0013716;P0281;1;1717.03;0.15
OI00034335;O0013717;P0252;5;1700.9;0.05
OI00034336;O0013717;P0112;1;1318.11;0.05
OI00034337;O0013717;P0134;5;514.22;0.1
OI00034338;O0013717;P0233;4;1137.56;0.15
OI00034339;O0013718;P0249;3;997.96;0.15
OI00034340;O0013718;P0231;5;717.16;0.0
OI00034341;O0013719;P0017;2;1750.9;0.05
OI00034342;O0013720;P0061;4;1041.38;0.1
OI00034343;O0013720;P0151;3;1644.69;0.1
OI00034344;O0013721;P0071;5;726.81;0.05
OI00034345;O0013721;P0031;4;1552.97;0.0
OI00034346;O0013722;P0212;1;302.08;0.15
OI00034347;O0013722;P0009;1;1862.76;0.0
OI00034348;O0013722;P0250;1;841.22;0.0
OI00034349;O0013723;P0206;4;954.42;0.05
OI00034350;O0013723;P0097;5;1146.48;0.1
OI00034351;O0013723;P0239;4;290.48;0.05
OI00034352;O0013723;P0254;2;306.53;0.15
OI00034353;O0013724;P0242;1;292.84;0.0
OI00034354;O0013724;P0127;2;781.29;0.05
OI00034355;O0013725;P0072;3;864.51;0.0
OI00034356;O0013725;P0146;2;1488.68;0.05
OI00034357;O0013725;P0215;2;1277.67;0.0
OI00034358;O0013726;P0157;5;917.91;0.1
OI00034359;O0013726;P0182;1;508.51;0.0
OI00034360;O0013726;P0014;2;67.67;0.0
OI00034361;O0013727;P0077;5;79.32;0.0
OI00034362;O0013727;P0231;2;791.15;0.05
OI00034363;O0013728;P0239;1;265.07;0.1
OI00034364;O0013729;P0252;1;1710.97;0.0
OI00034365;O0013729;P0288;5;811.02;0.1
OI00034366;O0013729;P0032;4;1547.95;0.1
OI00034367;O0013730;P0259;3;208.8;0.1
OI00034368;O0013730;P0175;4;2095.31;0.15
OI00034369;O0013731;P0067;4;245.43;0.05
OI00034370;O0013731;P0224;4;672.07;0.0
OI00034371;O0013731;P0172;3;874.92;0.0
OI00034372;O0013732;P0156;4;1083.83;0.0
OI00034373;O0013732;P0173;3;957.83;0.05
OI00034374;O0013732;P0176;4;1277.44;0.0
OI00034375;O0013732;P0093;5;583.21;0.0
OI00034376;O0013733;P0278;2;1133.48;0.0
OI00034377;O0013734;P0194;4;1025.39;0.05
OI00034378;O0013734;P0017;3;1822.97;0.0
OI00034379;O0013735;P0101;1;1351.92;0.0
OI00034380;O0013736;P0081;3;330.79;0.05
OI00034381;O0013736;P0275;5;923.47;0.05
OI00034382;O0013737;P0065;4;1319.28;0.0
OI00034383;O0013737;P0130;3;1446.7;0.15
OI00034384;O0013738;P0204;4;1023.06;0.0
OI00034385;O0013738;P0016;5;874.28;0.0
OI00034386;O0013738;P0078;5;1555.8;0.0
OI00034387;O0013739;P0207;2;2025.93;0.1
OI00034388;O0013740;P0140;5;132.42;0.05
OI00034389;O0013740;P0141;1;2194.58;0.1
OI00034390;O0013740;P0063;3;260.05;0.0
OI00034391;O0013741;P0031;1;1821.58;0.1
OI00034392;O0013742;P0285;3;58.59;0.15
OI00034393;O0013742;P0266;4;423.52;0.1
OI00034394;O0013742;P0062;4;1565.11;0.05
OI00034395;O0013742;P0107;1;1465.62;0.0
OI00034396;O0013743;P0248;3;626.67;0.0
OI00034397;O0013743;P0231;1;724.76;0.15
OI00034398;O0013743;P0030;3;1479.22;0.05
OI00034399;O0013743;P0087;3;993.38;0.0
OI00034400;O0013744;P0221;5;1163.46;0.15
OI00034401;O0013744;P0292;2;250.58;0.1
OI00034402;O0013744;P0115;5;1845.05;0.15
OI00034403;O0013745;P0210;2;1135.02;0.0
OI00034404;O0013745;P0053;2;1358.72;0.0
OI00034405;O0013746;P0225;3;362.8;0.0
OI00034406;O0013746;P0196;3;2186.27;0.0
OI00034407;O0013746;P0102;4;1358.85;0.0
OI00034408;O0013747;P9999;4;611.53;0.0
OI00034409;O0013747;P0121;5;108.26;0.0
OI00034410;O0013748;P0216;3;1000.4;0.0
OI00034411;O0013749;P0056;3;610.63;0.05
OI00034412;O0013749;P0009;5;1620.07;0.0
OI00034413;O0013750;P0010;5;1614.11;0.0
OI00034414;O0013750;P0221;1;1050.94;0.0
OI00034415;O0013750;P0201;1;1223.66;0.0
OI00034416;O0013751;P0297;2;1785.32;0.05
OI00034417;O0013751;P0017;2;1699.51;0.0
OI00034418;O0013751;P0208;1;1374.17;0.0
OI00034419;O0013752;P0262;5;1465.03;0.0
OI00034420;O0013752;P0292;4;257.41;0.1
OI00034421;O0013752;P0051;3;1749.84;0.15
OI00034422;O0013752;P0009;2;1653.57;0.0
OI00034423;O0013753;P0285;5;66.96;0.15
OI00034424;O0013754;P0089;3;30.Apr;0.05
OI00034425;O0013755;P0041;3;2235.02;0.0
OI00034426;O0013755;P0134;3;519.46;0.05
OI00034427;O0013755;P0007;5;819.59;0.0
OI00034428;O0013756;P0102;5;1291.17;0.0
OI00034429;O0013756;P0089;1;37.06;0.0
OI00034430;O0013757;P0296;1;1304.06;0.15
OI00034431;O0013758;P0242;1;308.13;0.05
OI00034432;O0013759;P0002;3;2338.75;0.2
OI00034433;O0013760;P0171;3;2147.69;0.1
OI00034434;O0013760;P0041;2;2244.11;0.0
OI00034435;O0013760;P0230;5;1222.29;0.0
OI00034436;O0013760;P0272;2;74.52;0.0
OI00034437;O0013761;P0074;2;2049.16;0.0
OI00034438;O0013762;P0150;2;1432.09;0.1
OI00034439;O0013763;P0263;4;250.33;0.1
OI00034440;O0013764;P0176;4;1351.65;0.05
OI00034441;O0013764;P0035;4;1063.44;0.0
OI00034442;O0013764;P0293;1;2052.53;0.05
OI00034443;O0013765;P0017;4;1847.31;0.05
OI00034444;O0013766;P0044;3;1528.2;0.0
OI00034445;O0013766;P0070;2;1013.62;0.1
OI00034446;O0013767;P0043;3;309.82;0.0
OI00034447;O0013768;P0068;1;291.9;0.0
OI00034448;O0013769;P0130;1;1614.04;0.0
OI00034449;O0013769;P0013;3;598.95;0.0
OI00034450;O0013769;P0082;1;988.89;0.0
OI00034451;O0013770;P0130;4;1626.46;0.0
OI00034452;O0013771;P0205;2;1084.43;0.05
OI00034453;O0013771;P0072;3;987.35;0.0
OI00034454;O0013771;P0066;5;1035.12;0.0
OI00034455;O0013772;P0037;5;711.66;0.0
OI00034456;O0013772;P0061;4;978.99;0.1
OI00034457;O0013772;P0236;5;1814.09;0.0
OI00034458;O0013772;P0149;5;1912.62;0.0
OI00034459;O0013773;P0223;2;1076.33;0.1
OI00034460;O0013774;P0292;2;253.81;0.15
OI00034461;O0013774;P0075;2;441.91;0.05
OI00034462;O0013775;P0268;4;1127.31;0.05
OI00034463;O0013775;P0044;2;1312.01;0.1
OI00034464;O0013775;P0113;2;789.53;0.2
OI00034465;O0013775;P0028;3;2256.95;0.1
OI00034466;O0013776;P0123;1;109.01;0.05
OI00034467;O0013777;P0256;1;1712.97;0.1
OI00034468;O0013777;P0031;5;1550.11;0.15
OI00034469;O0013777;P0282;2;976.81;0.0
OI00034470;O0013777;P0104;4;697.61;0.15
OI00034471;O0013778;P0044;3;1448.52;0.15
OI00034472;O0013778;P0110;3;1086.88;0.05
OI00034473;O0013779;P0186;2;848.62;0.1
OI00034474;O0013779;P0147;2;2133.11;0.05
OI00034475;O0013780;P0095;3;894.38;0.0
OI00034476;O0013780;P0299;1;135.24;0.0
OI00034477;O0013780;P0269;2;448.79;0.05
OI00034478;O0013781;P0118;5;214.03;0.05
OI00034479;O0013781;P0184;5;1696.53;0.2
OI00034480;O0013781;P0095;2;946.16;0.05
OI00034481;O0013781;P0055;3;37.48;0.05
OI00034482;O0013782;P0179;4;1279.29;0.15
OI00034483;O0013782;P0062;5;1519.99;0.0
OI00034484;O0013782;P0207;5;1873.71;0.1
OI00034485;O0013783;P0150;2;1350.89;0.0
OI00034486;O0013783;P0152;1;339.18;0.0
OI00034487;O0013784;P0279;4;114.68;0.0
OI00034488;O0013785;P0142;3;110.17;0.0
OI00034489;O0013785;P0167;5;883.14;0.0
OI00034490;O0013786;P0190;1;2442.27;0.05
OI00034491;O0013786;P0080;2;194.69;0.1
OI00034492;O0013787;P0097;1;1153.12;0.1
OI00034493;O0013787;P0296;4;1420.5;0.1
OI00034494;O0013787;P0016;2;911.01;0.15
OI00034495;O0013787;P0024;2;1548.62;0.05
OI00034496;O0013788;P0275;5;915.86;0.0
OI00034497;O0013788;P0189;2;223.61;0.0
OI00034498;O0013789;P0057;5;220.27;0.05
OI00034499;O0013789;P0099;5;986.23;0.05
OI00034500;O0013789;P0041;4;2079.66;0.1
OI00034501;O0013790;P0255;3;1723.0;0.0
OI00034502;O0013790;P0071;4;822.83;0.05
OI00034503;O0013791;P0120;4;54.63;0.15
OI00034504;O0013791;P0101;5;1285.64;0.2
OI00034505;O0013791;P0017;5;1978.38;0.0
OI00034506;O0013791;P0036;3;1388.62;0.0
OI00034507;O0013792;P0107;1;1556.86;0.0
OI00034508;O0013792;P0050;3;661.65;0.0
OI00034509;O0013793;P0230;3;1204.28;0.1
OI00034510;O0013793;P0175;4;2449.04;0.0
OI00034511;O0013793;P0054;2;304.17;0.1
OI00034512;O0013794;P0117;1;717.09;0.0
OI00034513;O0013794;P0242;4;328.05;0.2
OI00034514;O0013795;P0139;5;854.87;0.0
OI00034515;O0013796;P0154;3;1248.71;0.0
OI00034516;O0013796;P0298;4;1156.42;0.1
OI00034517;O0013797;P0059;2;242.79;0.0
OI00034518;O0013797;P0083;2;1624.35;0.1
OI00034519;O0013798;P0272;3;70.57;0.0
OI00034520;O0013798;P0204;3;1000.88;0.0
OI00034521;O0013798;P0071;5;698.43;0.05
OI00034522;O0013799;P0206;3;968.35;0.0
OI00034523;O0013799;P0114;4;317.62;0.0
OI00034524;O0013799;P0044;4;1384.5;0.05
OI00034525;O0013799;P0284;5;1636.44;0.05
OI00034526;O0013800;P0203;1;1337.1;0.0
OI00034527;O0013801;P0298;4;1069.76;0.0
OI00034528;O0013802;P0039;2;1621.48;0.0
OI00034529;O0013803;P0144;4;224.19;0.05
OI00034530;O0013803;P0021;1;521.62;0.0
OI00034531;O0013803;P0082;5;914.35;0.1
OI00034532;O0013804;P0293;5;1973.45;0.15
OI00034533;O0013804;P0054;4;311.24;0.05
OI00034534;O0013804;P0193;2;1002.9;0.05
OI00034535;O0013805;P0073;4;925.8;0.0
OI00034536;O0013805;P0247;4;1808.11;0.15
OI00034537;O0013805;P0015;3;1139.24;0.0
