Customer_ID;Country;Segment;Signup_Date
C01582;Italy;Small Business;12.10.2024
C01583;Italy;Consumer;29.06.2024
C01584;Romania;Consumer;09.06.2025
C01585;Romania;Consumer;29.06.2023
C01586;Romania;Consumer;21.01.2026
C01587;Italy;Consumer;28.12.2024
C01588;Romania;Consumer;02.02.2024
C01589;Germany;Consumer;25.05.2025
C01590;Romania;Consumer;25.08.2023
C01591;France;Corporate;14.01.2024
C01592;Germany;Consumer;11.06.2026
C01593;Germany;Consumer;27.01.2026
C01594;Netherlands;Consumer;29.02.2024
C01595;Romania;Small Business;09.12.2024
C01596;Italy;Corporate;13.06.2024
C01597;Romania;Consumer;14.09.2023
C01598;Romania;Consumer;11.01.2024
C01599;Italy;Consumer;18.05.2023
C01600;United Kingdom;Small Business;03.12.2025
C01601;United Kingdom;Consumer;11.11.2023
C01602;Romania;Corporate;09.09.2023
C01603;Romania;Consumer;12.06.2023
C01604;Romania;Consumer;05.05.2026
C01605;Germany;Consumer;29.01.2026
C01606;Romania;Consumer;10.06.2024
C01607;Romania;Consumer;22.08.2023
C01608;Romania;Small Business;28.06.2023
C01609;Romania;Consumer;30.12.2025
C01610;Romania;Consumer;16.07.2024
C01611;Romania;Small Business;07.01.2025
C01612;Italy;Corporate;08.06.2023
C01613;Germany;Small Business;16.11.2025
C01614;Romania;Small Business;22.10.2024
C01615;United Kingdom;Consumer;31.03.2023
C01616;Italy;Corporate;08.04.2023
C01617;Romania;Consumer;14.05.2026
C01618;Romania;Corporate;14.03.2023
C01619;Romania;Small Business;18.01.2024
C01620;Romania;Consumer;17.01.2023
C01621;France;Consumer;16.03.2023
C01622;Netherlands;Small Business;03.11.2025
C01623;Romania;Small Business;02.09.2025
C01624;France;Consumer;27.02.2024
C01625;Romania;Corporate;16.08.2023
C01626;Germany;Consumer;14.11.2023
C01627;France;Consumer;24.03.2024
C01628;Romania;Consumer;17.09.2025
C01629;Romania;Consumer;20.07.2024
C01630;Germany;Consumer;29.03.2023
C01631;Netherlands;Corporate;15.09.2023
C01632;Romania;Consumer;28.09.2023
C01633;Romania;Small Business;16.09.2024
C01634;Romania;Small Business;05.01.2026
C01635;Germany;Consumer;22.06.2024
C01636;Germany;Small Business;24.02.2024
C01637;France;Small Business;12.12.2024
C01638;France;Consumer;07.04.2023
C01639;Italy;Consumer;18.07.2025
C01640;France;Consumer;12.03.2023
C01641;Romania;Consumer;26.03.2024
C01642;Germany;Consumer;30.04.2026
C01643;Romania;Consumer;31.05.2024
C01644;Romania;Corporate;12.08.2025
C01645;Spain;Small Business;14.12.2023
C01646;United Kingdom;Small Business;23.12.2025
C01647;Netherlands;Corporate;09.03.2024
C01648;Romania;Consumer;18.10.2023
C01649;Germany;Consumer;07.03.2023
C01650;Germany;Small Business;27.01.2024
C01651;Romania;Consumer;10.01.2025
C01652;Romania;Consumer;09.08.2023
C01653;Germany;Small Business;18.03.2024
C01654;Romania;Consumer;02.07.2025
C01655;Spain;Consumer;31.01.2025
C01656;Romania;Consumer;23.02.2023
C01657;Romania;Consumer;16.02.2023
C01658;France;Consumer;18.03.2023
C01659;Romania;Consumer;26.02.2024
C01660;Spain;Small Business;30.12.2023
C01661;United Kingdom;Corporate;30.05.2023
C01662;Romania;Consumer;13.07.2024
C01663;United Kingdom;Consumer;24.01.2025
C01664;United Kingdom;Consumer;04.06.2025
C01665;France;Consumer;24.06.2026
C01666;Italy;Consumer;02.06.2025
C01667;United Kingdom;Consumer;11.06.2026
C01668;Germany;Consumer;27.05.2026
C01669;Romania;Consumer;16.12.2025
C01670;United Kingdom;Consumer;24.03.2024
C01671;Spain;Small Business;25.02.2023
C01672;Germany;Consumer;17.03.2023
C01673;United Kingdom;Consumer;15.01.2026
C01674;Romania;Consumer;03.01.2026
C01675;France;Small Business;30.01.2024
C01676;Netherlands;Consumer;21.07.2025
C01677;Romania;Consumer;02.08.2024
C01678;Romania;Consumer;28.03.2023
C01679;Germany;Small Business;14.04.2025
C01680;Germany;Small Business;17.04.2023
C01681;Germany;Consumer;16.06.2023
C01682;Romania;Consumer;31.08.2024
C01683;Romania;Consumer;31.03.2023
C01684;Germany;Consumer;11.03.2024
C01685;Germany;Consumer;18.08.2025
C01686;United Kingdom;Consumer;30.01.2025
C01687;United Kingdom;Consumer;12.03.2023
C01688;United Kingdom;Corporate;07.10.2023
C01689;France;Consumer;21.06.2026
C01690;United Kingdom;Consumer;09.05.2026
C01691;Germany;Corporate;18.03.2026
C01692;Germany;Small Business;15.10.2024
C01693;Romania;Consumer;03.07.2024
C01694;Romania;Small Business;15.08.2025
C01695;Germany;Consumer;05.05.2026
C01696;Italy;Small Business;10.06.2023
C01697;United Kingdom;Consumer;16.02.2026
C01698;Romania;Corporate;26.02.2025
C01699;Germany;Consumer;29.06.2023
C01700;Romania;Consumer;08.01.2026
C01701;France;Consumer;11.02.2023
C01702;Italy;Consumer;30.01.2023
C01703;Germany;Consumer;14.04.2024
C01704;Germany;Small Business;20.11.2024
C01705;Romania;Consumer;29.06.2024
C01706;Romania;Corporate;11.11.2023
C01707;Italy;Consumer;18.04.2025
C01708;United Kingdom;Consumer;02.09.2024
C01709;Germany;Consumer;02.06.2023
C01710;Romania;Consumer;07.11.2025
C01711;Romania;Small Business;30.01.2024
C01712;Romania;Small Business;30.05.2025
C01713;Romania;Consumer;23.03.2024
C01714;Romania;Consumer;20.08.2025
C01715;Spain;Consumer;26.12.2023
C01716;Germany;Consumer;28.09.2023
C01717;Romania;Consumer;05.04.2023
C01718;Romania;Consumer;28.11.2025
C01719;Romania;Consumer;09.07.2025
C01720;France;Corporate;22.02.2025
C01721;Romania;Consumer;14.02.2025
C01722;France;Consumer;30.03.2023
C01723;France;Consumer;09.06.2024
C01724;Romania;Consumer;05.01.2026
C01725;Germany;Small Business;05.01.2024
C01726;Spain;Small Business;13.03.2023
C01727;Romania;Small Business;07.12.2025
C01728;Romania;Small Business;06.02.2023
C01729;Spain;Consumer;28.05.2025
C01730;Italy;Consumer;29.11.2025
C01731;Germany;Consumer;09.08.2025
C01732;Germany;Corporate;17.01.2023
C01733;Romania;Small Business;17.02.2026
C01734;France;Consumer;23.04.2023
C01735;Germany;Consumer;22.12.2025
C01736;Romania;Consumer;22.01.2023
C01737;United Kingdom;Corporate;18.09.2024
C01738;Spain;Consumer;28.01.2026
C01739;Italy;Consumer;02.12.2023
C01740;Romania;Consumer;27.02.2023
C01741;Romania;Consumer;24.04.2023
C01742;Spain;Consumer;20.04.2024
C01743;Spain;Consumer;04.04.2024
C01744;Germany;Small Business;04.10.2023
C01745;United Kingdom;Consumer;06.08.2024
C01746;Romania;Small Business;11.03.2024
C01747;Romania;Consumer;23.01.2025
C01748;Romania;Consumer;06.01.2024
C01749;Romania;Consumer;06.02.2024
C01750;Romania;Consumer;06.02.2026
C01751;Italy;Consumer;28.09.2025
C01752;Romania;Consumer;07.09.2025
C01753;Romania;Consumer;29.04.2024
C01754;Germany;Consumer;03.02.2026
C01755;Romania;Small Business;11.03.2024
C01756;Romania;Consumer;07.07.2025
C01757;Germany;Consumer;16.08.2025
C01758;Romania;Consumer;26.02.2024
C01759;United Kingdom;Consumer;24.02.2025
C01760;Spain;Small Business;26.08.2023
C01761;Romania;Consumer;05.05.2024
C01762;Spain;Corporate;06.11.2024
C01763;Spain;Small Business;29.04.2025
C01764;Italy;Consumer;27.06.2025
C01765;United Kingdom;Consumer;31.03.2025
C01766;United Kingdom;Small Business;07.01.2026
C01767;United Kingdom;Small Business;19.02.2023
C01768;United Kingdom;Consumer;17.10.2024
C01769;Romania;;28.06.2025
C01770;Spain;Consumer;22.06.2024
C01771;Germany;Small Business;18.01.2024
C01772;France;Small Business;12.01.2025
C01773;Romania;Consumer;12.08.2024
C01774;Romania;Consumer;02.07.2024
C01775;Germany;Small Business;02.06.2026
C01776;Germany;Corporate;23.06.2024
C01777;Romania;Consumer;03.10.2023
C01778;Romania;Consumer;22.01.2023
C01779;Romania;Consumer;31.05.2023
C01780;Germany;Consumer;16.11.2024
C01781;Romania;Consumer;25.09.2023
C01782;Netherlands;Consumer;20.05.2023
C01783;Romania;Small Business;24.03.2024
C01784;Romania;Consumer;03.11.2023
C01785;Romania;Consumer;15.11.2024
C01786;Germany;Consumer;13.03.2023
C01787;Germany;Consumer;04.06.2026
C01788;United Kingdom;Consumer;08.03.2026
C01789;Spain;Consumer;14.01.2026
C01790;Romania;Consumer;07.08.2023
C01791;United Kingdom;Consumer;01.07.2025
C01792;Romania;Small Business;18.01.2023
C01793;Romania;Small Business;08.07.2025
C01794;Romania;Consumer;14.10.2025
C01795;Romania;Consumer;29.12.2023
C01796;United Kingdom;Consumer;14.08.2024
C01797;United Kingdom;Small Business;30.03.2026
C01798;France;Small Business;10.09.2023
C01799;Germany;Consumer;19.11.2024
C01800;Germany;Consumer;23.01.2024
C01801;Romania;Consumer;27.07.2023
C01802;Romania;Consumer;19.05.2025
C01803;Romania;Consumer;27.04.2026
C01804;United Kingdom;Consumer;22.12.2024
C01805;Netherlands;Small Business;08.10.2024
C01806;Romania;Consumer;12.11.2024
C01807;Germany;Consumer;18.07.2023
C01808;France;Consumer;14.09.2023
C01809;Italy;Small Business;27.07.2025
C01810;Germany;Consumer;17.01.2025
C01811;United Kingdom;Consumer;26.10.2023
C01812;United Kingdom;Small Business;25.01.2023
C01813;Italy;Consumer;28.08.2023
C01814;Romania;Consumer;06.10.2024
C01815;Spain;Consumer;08.12.2023
C01816;Romania;Consumer;21.07.2025
C01817;Italy;Corporate;07.01.2025
C01818;Romania;Consumer;08.07.2023
C01819;Romania;Consumer;09.01.2024
C01820;Romania;Consumer;15.02.2023
C01821;Romania;Corporate;22.02.2023
C01822;Romania;Small Business;17.08.2025
C01823;Romania;Consumer;09.05.2024
C01824;Romania;Consumer;30.01.2026
C01825;Romania;Consumer;27.10.2023
C01826;France;Small Business;15.02.2024
C01827;Italy;Consumer;14.10.2024
C01828;United Kingdom;;25.12.2023
C01829;Romania;Consumer;09.08.2024
C01830;Romania;Corporate;06.06.2023
C01831;Spain;Consumer;10.04.2023
C01832;Romania;Consumer;03.01.2026
C01833;Romania;Corporate;10.11.2023
C01834;Spain;Consumer;11.05.2023
C01835;Spain;Consumer;26.12.2023
C01836;Romania;;19.06.2024
C01837;United Kingdom;Consumer;10.09.2024
C01838;Romania;Consumer;04.09.2025
C01839;France;Consumer;15.11.2025
C01840;Romania;Consumer;08.01.2024
C01841;Romania;Consumer;06.10.2023
C01842;United Kingdom;Small Business;07.06.2023
C01843;Romania;Consumer;21.07.2023
C01844;United Kingdom;Small Business;06.02.2023
C01845;Romania;Consumer;02.01.2023
C01846;Italy;Consumer;17.06.2024
C01847;France;Consumer;12.02.2025
C01848;Germany;Consumer;11.11.2025
C01849;France;;20.02.2024
C01850;Romania;Consumer;04.01.2024
C01851;Germany;Small Business;05.05.2025
C01852;Romania;Corporate;23.03.2025
C01853;Italy;Consumer;30.05.2025
C01854;Italy;Corporate;05.08.2023
C01855;Spain;Consumer;27.02.2023
C01856;Italy;Consumer;26.11.2024
C01857;Spain;Consumer;17.06.2024
C01858;Romania;Small Business;26.11.2023
C01859;Spain;;20.05.2026
C01860;Germany;Corporate;18.12.2023
C01861;Romania;Small Business;14.08.2025
C01862;Germany;Consumer;06.11.2024
C01863;Romania;Small Business;23.10.2023
C01864;Romania;Corporate;17.11.2024
C01865;Romania;Small Business;18.06.2024
C01866;Romania;Consumer;29.11.2023
C01867;Germany;Small Business;06.05.2025
C01868;Italy;Consumer;21.09.2025
C01869;United Kingdom;Corporate;29.03.2023
C01870;Germany;Corporate;05.01.2023
C01871;Romania;Small Business;26.02.2026
C01872;Romania;Consumer;17.10.2023
C01873;Romania;Consumer;21.04.2023
C01874;Italy;Corporate;26.01.2025
C01875;Romania;Small Business;16.02.2024
C01876;United Kingdom;Small Business;16.03.2026
C01877;France;Corporate;10.05.2026
C01878;Germany;Consumer;13.01.2023
C01879;Italy;Small Business;02.09.2023
C01880;Romania;Consumer;05.02.2025
C01881;Italy;Consumer;04.03.2024
C01882;United Kingdom;Consumer;05.01.2023
C01883;France;Consumer;13.08.2024
C01884;United Kingdom;Consumer;05.03.2025
C01885;Italy;Small Business;17.06.2026
C01886;Netherlands;Consumer;09.06.2024
C01887;Romania;Small Business;04.10.2025
C01888;France;Consumer;08.07.2024
C01889;France;Small Business;06.05.2025
C01890;Romania;Consumer;19.05.2026
C01891;Spain;Small Business;02.11.2025
C01892;Romania;Consumer;20.05.2025
C01893;Germany;Consumer;21.11.2025
C01894;Romania;Consumer;08.09.2023
C01895;Romania;Consumer;12.10.2025
C01896;Italy;Consumer;26.06.2026
C01897;Romania;Consumer;26.05.2026
C01898;Romania;Consumer;24.11.2023
C01899;Romania;Small Business;29.06.2024
C01900;Germany;Consumer;25.05.2025
C01901;France;Consumer;04.04.2023
C01902;Italy;Consumer;18.05.2025
C01903;Romania;Consumer;18.12.2023
C01904;Germany;Consumer;20.12.2025
C01905;Romania;Small Business;22.02.2025
C01906;United Kingdom;Consumer;23.05.2024
C01907;Romania;Consumer;05.03.2023
C01908;Romania;Consumer;07.06.2025
C01909;Romania;Consumer;15.11.2024
C01910;Germany;Small Business;09.03.2025
C01911;Germany;Consumer;23.01.2023
C01912;Romania;Small Business;10.07.2024
C01913;France;Consumer;22.08.2025
C01914;France;Consumer;14.03.2026
C01915;Romania;Consumer;23.03.2024
C01916;France;Corporate;18.11.2023
C01917;Italy;Consumer;19.06.2025
C01918;Romania;Consumer;14.10.2023
C01919;Germany;Small Business;07.02.2026
C01920;Romania;Consumer;15.03.2025
C01921;France;Consumer;26.03.2026
C01922;Romania;Consumer;31.08.2023
C01923;United Kingdom;Consumer;18.04.2023
C01924;Romania;Small Business;25.11.2025
C01925;Germany;Consumer;04.01.2024
C01926;Spain;Consumer;09.03.2024
C01927;Romania;Consumer;09.12.2023
C01928;Italy;Corporate;21.06.2024
C01929;Netherlands;Consumer;20.02.2026
C01930;Italy;Consumer;20.05.2025
C01931;Romania;Corporate;03.04.2023
C01932;France;Consumer;03.02.2026
C01933;Romania;Small Business;17.07.2024
C01934;Romania;Small Business;30.05.2025
C01935;Italy;Consumer;11.04.2024
C01936;United Kingdom;Small Business;01.05.2023
C01937;Germany;Corporate;19.06.2024
C01938;Romania;Consumer;07.03.2024
C01939;France;Consumer;23.01.2023
C01940;United Kingdom;Small Business;15.08.2025
C01941;Romania;Consumer;04.01.2026
C01942;Italy;Consumer;04.03.2026
C01943;Romania;Consumer;08.11.2023
C01944;Romania;Small Business;19.03.2025
C01945;United Kingdom;Small Business;09.11.2024
C01946;Netherlands;Corporate;30.01.2025
C01947;Romania;Consumer;15.10.2025
C01948;Romania;Corporate;28.04.2024
C01949;Romania;Consumer;17.12.2023
C01950;Italy;Consumer;01.09.2024
C01951;Romania;Small Business;29.04.2025
C01952;Germany;Consumer;05.07.2024
C01953;Netherlands;Consumer;23.01.2024
C01954;Romania;Consumer;12.03.2023
C01955;Germany;Consumer;01.01.2025
C01956;Germany;Small Business;28.01.2023
C01957;France;Consumer;23.08.2024
C01958;Romania;Small Business;26.02.2025
C01959;Romania;Consumer;11.08.2024
C01960;Romania;Consumer;12.10.2024
C01961;France;Small Business;21.12.2023
C01962;France;Consumer;09.11.2023
C01963;Romania;Corporate;14.12.2025
C01964;Romania;Corporate;13.02.2026
C01965;Italy;Consumer;24.07.2023
C01966;Romania;Consumer;21.09.2023
C01967;Romania;Consumer;31.03.2024
C01968;Germany;Small Business;12.06.2025
C01969;Romania;Consumer;20.03.2023
C01970;Romania;Corporate;02.10.2025
C01971;Romania;Corporate;09.01.2023
C01972;Romania;Consumer;08.12.2025
C01973;Germany;Small Business;22.02.2023
C01974;United Kingdom;Consumer;07.12.2025
C01975;Germany;Consumer;19.04.2026
C01976;ROMANIA;Consumer;10.10.2025
C01977;Italy;Small Business;09.06.2026
C01978;Romania;Consumer;07.08.2024
C01979;France;Small Business;29.03.2025
C01980;Romania;Consumer;07.03.2025
C01981;France;Consumer;16.01.2023
C01982;Romania;Corporate;30.12.2025
C01983;Romania;Small Business;18.06.2025
C01984;Germany;Consumer;20.06.2024
C01985;Romania;Consumer;01.10.2023
C01986;Romania;Consumer;06.05.2025
C01987;United Kingdom;Consumer;06.06.2026
C01988;Italy;Corporate;23.07.2023
C01989;Romania;Consumer;19.03.2026
C01990;Italy;Consumer;21.12.2024
C01991;France;Small Business;03.10.2025
C01992;Italy;Consumer;29.06.2023
C01993;United Kingdom;Small Business;14.05.2023
C01994;United Kingdom;Consumer;22.04.2025
C01995;Germany;Consumer;28.12.2023
C01996;United Kingdom;Consumer;25.04.2024
C01997;Spain;Consumer;04.03.2025
C01998;Romania;Corporate;18.10.2023
C01999;Romania;Consumer;11.03.2024
C02000;Romania;Consumer;05.04.2024
C02001;Spain;Consumer;26.03.2024
C02002;Romania;Consumer;14.06.2025
C02003;United Kingdom;Consumer;04.03.2026
C02004;Italy;Consumer;02.07.2025
C02005;Netherlands;Consumer;15.01.2023
C02006;Romania;Corporate;22.12.2024
C02007;France;Consumer;03.08.2023
C02008;Italy;Small Business;14.07.2023
C02009;Romania;Consumer;19.06.2025
C02010;France;Small Business;15.11.2023
C02011;Romania;Consumer;26.12.2024
C02012;United Kingdom;Consumer;29.12.2023
C02013;Germany;Consumer;12.02.2024
C02014;Romania;Consumer;05.05.2025
C02015;Romania;Consumer;11.04.2025
C02016;Romania;Consumer;28.01.2023
C02017;Romania;Small Business;11.01.2026
C02018;United Kingdom;Consumer;19.01.2025
C02019;Romania;Corporate;26.11.2023
C02020;Romania;Consumer;24.05.2023
C02021;United Kingdom;Consumer;11.09.2024
C02022;United Kingdom;Consumer;06.06.2025
C02023;Germany;Consumer;27.01.2023
C02024;Spain;Small Business;05.01.2024
C02025;Romania;Consumer;22.04.2026
C02026;Italy;Small Business;08.05.2023
C02027;Romania;Consumer;19.10.2025
C02028;France;Consumer;01.11.2023
C02029;Netherlands;Consumer;06.10.2024
C02030;Italy;Small Business;31.08.2025
C02031;Germany;Consumer;19.06.2026
C02032;United Kingdom;Corporate;09.02.2025
C02033;Romania;Consumer;08.10.2023
C02034;United Kingdom;Consumer;15.04.2023
C02035;France;Small Business;07.08.2025
C02036;Netherlands;Consumer;08.01.2025
C02037;Germany;Small Business;08.09.2025
C02038;Romania;Consumer;13.06.2026
C02039;Germany;Small Business;26.11.2025
C02040;Romania;Consumer;02.10.2024
C02041;Romania;Corporate;24.05.2025
C02042;Romania;Consumer;08.03.2025
C02043;France;Small Business;01.09.2023
C02044;Romania;Consumer;30.01.2024
C02045;Romania;Small Business;27.04.2023
C02046;Romania;Small Business;15.04.2024
C02047;Italy;Small Business;19.08.2023
C02048;United Kingdom;Consumer;18.02.2026
C02049;Romania;Consumer;31.12.2025
C02050;Romania;Small Business;17.07.2025
C02051;Germany;Consumer;27.05.2024
C02052;Romania;Consumer;10.01.2023
C02053;Germany;Consumer;27.11.2024
C02054;Romania;Consumer;01.02.2023
C02055;Spain;Consumer;02.02.2023
C02056;Romania;Small Business;17.07.2023
C02057;United Kingdom;Consumer;19.09.2024
C02058;Romania;Consumer;13.08.2025
C02059;Spain;Small Business;06.06.2024
C02060;Netherlands;Consumer;16.09.2025
C02061;France;Small Business;13.11.2024
C02062;Romania;Consumer;14.02.2026
C02063;Romania;Consumer;23.04.2024
C02064;France;Consumer;19.01.2024
C02065;France;Consumer;07.04.2023
C02066;Romania;Small Business;07.10.2023
C02067;Romania;Consumer;26.02.2023
C02068;Romania;Consumer;10.08.2023
C02069;Italy;Consumer;26.04.2026
C02070;United Kingdom;Consumer;09.02.2025
C02071;United Kingdom;Small Business;05.05.2024
C02072;United Kingdom;Consumer;31.03.2025
C02073;Romania;Consumer;18.12.2024
C02074;Romania;Consumer;14.03.2026
C02075;Romania;Small Business;12.10.2025
C02076;France;Consumer;03.12.2024
C02077;Romania;Consumer;24.09.2025
C02078;Romania;Small Business;24.02.2025
C02079;Romania;Consumer;23.06.2026
C02080;Romania;Small Business;29.10.2024
C02081;Germany;Consumer;21.12.2025
C02082;Romania;Corporate;13.08.2023
C02083;Romania;Consumer;03.08.2023
C02084;France;Consumer;02.02.2024
C02085;Romania;Consumer;16.11.2025
C02086;Romania;Consumer;02.02.2026
C02087;Romania;Consumer;26.05.2024
C02088;France;Consumer;20.07.2024
C02089;Romania;Consumer;16.09.2024
C02090;France;Small Business;18.09.2023
C02091;Spain;Consumer;16.11.2024
C02092;United Kingdom;Small Business;22.11.2025
C02093;Romania;Consumer;16.08.2025
C02094;France;Consumer;22.04.2023
C02095;Romania;Small Business;27.03.2024
C02096;Romania;Small Business;27.03.2025
C02097;Germany;Small Business;26.01.2025
C02098;Romania;Consumer;12.06.2025
C02099;Romania;Consumer;11.08.2025
C02100;Romania;Corporate;23.01.2024
C02101;Romania;Consumer;22.08.2024
C02102;Romania;Consumer;01.08.2023
C02103;Germany;Consumer;03.07.2025
C02104;Spain;Small Business;26.07.2024
C02105;Romania;Small Business;20.03.2024
C02106;United Kingdom;Corporate;21.08.2025
C02107;Romania;Corporate;11.04.2026
C02108;Romania;Consumer;05.02.2026
C02109;Romania;Consumer;22.06.2023
C02110;Romania;Consumer;06.11.2025
C02111;Romania;Consumer;24.12.2024
C02112;Romania;Consumer;20.05.2023
C02113;Romania;Corporate;09.05.2024
C02114;Germany;Consumer;12.10.2023
C02115;Romania;Consumer;26.02.2025
C02116;Romania;Consumer;29.05.2024
C02117;Romania;Consumer;24.06.2025
C02118;Germany;Consumer;25.10.2025
C02119;Romania;Consumer;12.01.2023
C02120;Germany;Consumer;18.11.2025
C02121;Romania;Consumer;01.07.2023
C02122;Romania;Small Business;30.04.2023
C02123;Spain;Small Business;06.03.2023
C02124;Romania;Small Business;11.03.2024
C02125;Romania;Consumer;07.12.2025
C02126;Romania;Consumer;18.05.2025
C02127;Netherlands;Consumer;18.07.2024
C02128;United Kingdom;Corporate;18.04.2026
C02129;United Kingdom;Consumer;13.09.2024
C02130;Netherlands;Consumer;25.04.2023
C02131;Romania;Corporate;26.01.2023
C02132;Netherlands;Corporate;07.10.2024
C02133;Romania;Consumer;15.10.2023
C02134;United Kingdom;Small Business;20.04.2024
C02135;Romania;Consumer;23.05.2024
C02136;Romania;Consumer;12.05.2026
C02137;Spain;Consumer;28.03.2023
C02138;Romania;Corporate;20.05.2023
C02139;Netherlands;Consumer;03.01.2024
C02140;Romania;Small Business;05.08.2025
C02141;United Kingdom;Consumer;19.11.2023
C02142;Netherlands;Consumer;14.11.2023
C02143;Romania;Small Business;05.07.2025
C02144;Spain;Small Business;06.02.2025
C02145;Germany;Corporate;30.03.2025
C02146;United Kingdom;Small Business;21.04.2025
C02147;Romania;Small Business;22.03.2025
C02148;Germany;Consumer;09.12.2024
C02149;United Kingdom;Corporate;24.10.2024
C02150;Romania;Consumer;05.09.2025
C02151;Romania;Consumer;12.03.2024
C02152;Romania;Consumer;15.02.2024
C02153;Italy;Consumer;08.11.2023
C02154;Romania;Consumer;25.11.2025
C02155;United Kingdom;Consumer;15.01.2023
C02156;Netherlands;Consumer;25.09.2023
C02157;Romania;Corporate;08.07.2023
C02158;Romania;Corporate;21.04.2024
C02159;United Kingdom;Consumer;08.10.2023
C02160;Romania;Corporate;06.10.2024
C02161;Germany;Consumer;29.05.2026
C02162;United Kingdom;Consumer;29.06.2024
C02163;Germany;Corporate;23.05.2026
C02164;Romania;Consumer;30.01.2024
C02165;United Kingdom;Small Business;06.09.2025
C02166;Germany;Consumer;26.06.2023
C02167;ROMANIA;Consumer;17.02.2025
C02168;Germany;Consumer;16.08.2025
C02169;Italy;Corporate;03.05.2025
C02170;United Kingdom;Consumer;11.04.2026
C02171;Romania;Consumer;05.02.2025
C02172;Romania;Consumer;18.01.2025
C02173;Romania;Consumer;05.04.2025
C02174;Romania;Consumer;27.03.2024
C02175;Romania;Small Business;07.10.2023
C02176;Netherlands;Consumer;01.03.2026
C02177;Romania;Consumer;31.05.2026
C02178;France;Consumer;03.04.2026
C02179;Romania;Consumer;23.08.2025
C02180;Romania;Small Business;13.10.2023
C02181;Romania;Small Business;26.10.2023
C02182;Romania;Consumer;30.01.2024
C02183;France;Consumer;17.10.2024
C02184;Spain;Consumer;29.10.2023
C02185;Italy;Small Business;04.10.2025
C02186;Romania;Corporate;08.03.2026
C02187;France;Small Business;31.07.2024
C02188;Romania;Consumer;04.05.2024
C02189;Spain;Consumer;28.07.2024
C02190;Germany;Corporate;09.09.2024
C02191;Romania;Consumer;04.12.2024
C02192;Romania;Small Business;31.01.2024
C02193;Romania;Corporate;23.01.2024
C02194;Romania;Small Business;25.04.2024
C02195;Spain;Consumer;19.07.2023
C02196;France;Consumer;18.10.2023
C02197;Netherlands;Corporate;18.06.2024
C02198;Romania;Consumer;08.02.2023
C02199;Germany;Corporate;19.06.2024
C02200;Romania;Consumer;15.06.2024
C02201;Germany;Small Business;04.01.2023
C02202;Romania;Corporate;23.08.2024
C02203;Romania;Consumer;24.04.2025
C02204;Germany;Consumer;22.09.2025
C02205;Romania;Consumer;09.05.2024
C02206;Romania;Small Business;28.10.2024
C02207;United Kingdom;Consumer;11.04.2023
C02208;Romania;Consumer;21.02.2024
C02209;Spain;Small Business;26.04.2025
C02210;Germany;Corporate;14.08.2024
C02211;France;Small Business;02.05.2026
C02212;United Kingdom;Consumer;12.10.2025
C02213;United Kingdom;Corporate;03.03.2026
C02214;United Kingdom;Small Business;05.09.2024
C02215;Italy;Consumer;08.04.2023
C02216;United Kingdom;Corporate;09.12.2024
C02217;Romania;Consumer;21.04.2026
C02218;Romania;Corporate;09.08.2023
C02219;Germany;Small Business;10.05.2026
C02220;Romania;Consumer;10.01.2023
C02221;Romania;Consumer;22.02.2025
C02222;Romania;Consumer;01.04.2026
C02223;Germany;Consumer;27.09.2023
C02224;Romania;Small Business;08.12.2023
C02225;United Kingdom;Small Business;27.10.2025
C02226;France;Consumer;19.03.2024
C02227;Italy;Consumer;16.04.2025
C02228;Romania;Small Business;27.05.2023
C02229;Germany;Consumer;07.05.2025
C02230;Germany;Consumer;16.10.2024
C02231;Romania;Consumer;30.09.2024
C02232;United Kingdom;Consumer;29.07.2025
C02233;Romania;Consumer;25.07.2024
C02234;Netherlands;Small Business;25.05.2025
C02235;Romania;Consumer;27.06.2024
C02236;Italy;Consumer;27.12.2025
C02237;Germany;Small Business;10.12.2024
C02238;Romania;Corporate;01.01.2024
C02239;France;Consumer;26.01.2026
C02240;Romania;Small Business;06.02.2024
C02241;France;Small Business;17.04.2026
C02242;Germany;Corporate;12.12.2024
C02243;Romania;Consumer;05.08.2024
C02244;Romania;Consumer;06.12.2023
C02245;France;Consumer;30.11.2025
C02246;Romania;Small Business;09.12.2023
C02247;Italy;Small Business;19.02.2025
C02248;France;Consumer;23.10.2025
C02249;United Kingdom;Consumer;19.08.2023
C02250;Romania;Consumer;09.08.2023
C02251;United Kingdom;Consumer;06.05.2026
C02252;Spain;Corporate;13.06.2026
C02253;Romania;Consumer;18.02.2024
C02254;Romania;Small Business;24.10.2023
C02255;Romania;Consumer;29.03.2025
C02256;Romania;Small Business;14.01.2025
C02257;France;Small Business;21.11.2023
C02258;Romania;Consumer;03.10.2023
C02259;Germany;Small Business;04.01.2025
C02260;Romania;Small Business;17.12.2023
C02261;Romania;Corporate;21.11.2024
C02262;Romania;Consumer;27.05.2025
C02263;Italy;Consumer;30.11.2023
C02264;Germany;Consumer;30.12.2024
C02265;Romania;Small Business;15.06.2026
C02266;France;Consumer;17.11.2024
C02267;Romania;Corporate;29.06.2023
C02268;Romania;Consumer;26.07.2025
C02269;Romania;Corporate;19.07.2024
C02270;Netherlands;Consumer;03.07.2025
C02271;United Kingdom;Consumer;10.02.2023
C02272;United Kingdom;Consumer;27.06.2025
