Return_ID;Order_ID;Return_Date;Returned_Quantity;Return_Reason
R000558;O0056671;06.06.2026;2;Damaged
R000559;O0014874;15.06.2025;1;Customer Changed Mind
R000560;O0003890;15.01.2026;2;Customer Changed Mind
R000561;O0041270;03.04.2026;2;Damaged
R000562;O0055881;07.04.2026;2;Customer Changed Mind
R000563;O0031421;09.06.2025;3;Late Delivery
R000564;O0053066;20.08.2025;1;Damaged
R000565;O0003683;03.07.2025;3;Wrong Item
R000566;O0016214;18.09.2025;3;Other
R000567;O0046484;31.03.2025;1;Wrong Item
R000568;O0054429;19.01.2026;1;Wrong Item
R000569;O0058956;20.01.2026;2;Late Delivery
R000570;O0017728;06.03.2025;1;Other
R000571;O0027474;23.11.2025;3;Customer Changed Mind
R000572;O0048779;04.04.2025;1;Customer Changed Mind
R000573;O0045416;18.04.2026;2;Other
R000574;O0016786;17.11.2025;3;Late Delivery
R000575;O0034865;22.05.2025;1;Customer Changed Mind
R000576;O0048825;03.02.2026;3;Wrong Item
R000577;O0044015;09.01.2026;2;Wrong Item
R000578;O0001406;06.04.2026;3;Damaged
R000579;O0002470;21.07.2025;3;Customer Changed Mind
R000580;O0030338;13.08.2025;1;Customer Changed Mind
R000581;O0045417;04.03.2025;1;Damaged
R000582;O0055602;29.03.2025;1;Other
R000583;O0049921;14.07.2025;2;Other
R000584;O0052936;06.11.2025;1;Damaged
R000585;O0033912;01.01.2026;3;Damaged
R000586;O0009984;05.02.2026;2;Customer Changed Mind
R000587;O0054346;19.05.2025;1;Wrong Item
R000588;O0032376;02.08.2025;2;Customer Changed Mind
R000589;O0015668;15.08.2025;3;Customer Changed Mind
R000590;O0011386;29.11.2025;3;Late Delivery
R000591;O0019450;19.02.2025;3;Late Delivery
R000592;O0032345;24.02.2026;2;Wrong Item
R000593;O0051472;03.06.2025;1;Customer Changed Mind
R000594;O0003514;24.06.2026;3;Customer Changed Mind
R000595;O0033442;20.02.2025;1;Customer Changed Mind
R000596;O0000968;25.04.2025;3;Customer Changed Mind
R000597;O0021861;11.11.2025;1;Customer Changed Mind
R000598;O0027939;18.04.2025;1;Other
R000599;O0015475;03.01.2026;3;Customer Changed Mind
R000600;O0056218;11.04.2026;1;Wrong Item
R000601;O0029273;14.07.2025;2;Late Delivery
R000602;O0003768;17.05.2026;2;Other
R000603;O0008801;17.06.2025;2;Customer Changed Mind
R000604;O0057912;20.02.2025;3;Customer Changed Mind
R000605;O0020509;16.02.2026;2;Customer Changed Mind
R000606;O0008214;21.12.2025;2;Customer Changed Mind
R000607;O0028055;22.06.2025;3;Damaged
R000608;O0023697;10.02.2026;2;Late Delivery
R000609;O0021708;02.03.2025;2;Customer Changed Mind
R000610;O0018608;07.11.2025;2;Customer Changed Mind
R000611;O0052293;20.12.2025;2;Wrong Item
R000612;O0036179;14.07.2025;2;Other
R000613;O0045705;16.10.2025;2;Customer Changed Mind
R000614;O0016878;31.01.2026;3;Wrong Item
R000615;O0016758;28.04.2025;2;Customer Changed Mind
R000616;O0000956;23.03.2026;3;Damaged
R000617;O0031208;12.09.2025;3;Wrong Item
R000618;O0007764;16.08.2025;3;Damaged
R000619;O0013898;22.03.2026;3;Wrong Item
R000620;O0001735;28.02.2025;3;Wrong Item
R000621;O0028702;18.06.2026;3;Late Delivery
R000622;O0048286;08.05.2026;1;Wrong Item
R000623;O0028905;30.11.2025;3;Damaged
R000624;O0025242;14.05.2025;-1;Damaged
R000625;O0051899;09.02.2026;3;Customer Changed Mind
R000626;O0017009;07.06.2026;3;Customer Changed Mind
R000627;O0017221;27.04.2026;3;Customer Changed Mind
R000628;O0010317;25.12.2025;1;Other
R000629;O0021978;31.05.2025;1;Wrong Item
R000630;O0022344;26.07.2025;2;Other
R000631;O0044292;18.06.2026;2;Damaged
R000632;O0030105;23.05.2026;3;Customer Changed Mind
R000633;O0051040;13.07.2025;1;Damaged
R000634;O0055967;29.05.2025;2;Customer Changed Mind
R000635;O0037131;18.03.2026;2;Late Delivery
R000636;O0047984;12.04.2025;3;Customer Changed Mind
R000637;O0041655;25.02.2025;1;Wrong Item
R000638;O0009980;05.02.2025;2;Wrong Item
R000639;O0004040;08.03.2026;3;Customer Changed Mind
R000640;O0043874;18.07.2025;1;Customer Changed Mind
R000641;O0009956;28.02.2026;1;Late Delivery
R000642;O0013576;22.03.2026;3;Late Delivery
R000643;O0053638;22.02.2026;1;Other
R000644;O0054137;07.06.2026;1;Customer Changed Mind
R000645;O0059402;06.03.2025;2;Other
R000646;O0047213;29.05.2025;1;Customer Changed Mind
R000647;O0055208;19.08.2025;2;Late Delivery
R000648;O0015694;16.01.2026;2;Wrong Item
R000649;O0000115;15.09.2025;3;Damaged
R000650;O0028778;16.05.2025;2;Late Delivery
R000651;O0049848;04.01.2026;3;Customer Changed Mind
R000652;O0046134;15.07.2025;2;Other
R000653;O0035841;11.01.2026;1;Customer Changed Mind
R000654;O0049493;02.09.2025;1;Late Delivery
R000655;O0015174;03.03.2026;2;Customer Changed Mind
R000656;O0058700;05.03.2025;2;Wrong Item
R000657;O0012149;28.03.2025;1;Wrong Item
R000658;O0034812;19.07.2025;1;Wrong Item
R000659;O0059044;19.04.2025;2;Damaged
R000660;O0058446;28.06.2026;2;Damaged
R000661;O0057007;19.02.2026;3;Customer Changed Mind
R000662;O0036236;13.05.2026;3;Wrong Item
R000663;O0009788;20.05.2025;2;Customer Changed Mind
R000664;O0012977;29.05.2026;3;Other
R000665;O0012474;10.07.2026;2;Customer Changed Mind
R000666;O0004902;21.03.2026;3;Customer Changed Mind
R000667;O0058682;21.04.2025;1;Wrong Item
R000668;O0008228;04.02.2025;3;Customer Changed Mind
R000669;O0021906;16.08.2025;2;Customer Changed Mind
R000670;O0022163;17.03.2026;3;Wrong Item
R000671;O0038026;11.06.2025;2;Customer Changed Mind
R000672;O0013941;27.02.2026;2;Damaged
R000673;O0044350;08.02.2025;2;Late Delivery
R000674;O0045963;18.06.2025;1;Wrong Item
R000675;O0043059;11.10.2025;1;Damaged
R000676;O0053687;11.02.2026;2;Late Delivery
R000677;O0017824;30.03.2025;2;Customer Changed Mind
R000678;O0035176;27.08.2025;1;Other
R000679;O0041544;05.02.2026;3;Customer Changed Mind
R000680;O0012603;16.06.2026;1;Customer Changed Mind
R000681;O0049362;20.06.2025;1;Customer Changed Mind
R000682;O0034040;12.11.2025;3;Customer Changed Mind
R000683;O0029093;02.12.2025;3;Damaged
R000684;O0033534;15.06.2026;3;Customer Changed Mind
R000685;O0009275;11.03.2025;3;Customer Changed Mind
R000686;O0052796;29.08.2025;2;Damaged
R000687;O0012884;07.12.2025;3;Damaged
R000688;O0007979;15.02.2026;3;Customer Changed Mind
R000689;O0031386;11.06.2026;3;Damaged
R000690;O0048644;30.09.2025;2;Damaged
R000691;O0048383;05.06.2026;2;Customer Changed Mind
R000692;O0017222;08.02.2025;3;Damaged
R000693;O0057161;15.12.2025;2;Other
R000694;O0016977;26.06.2026;2;Customer Changed Mind
R000695;O0059146;20.12.2025;2;Wrong Item
R000696;O0038316;22.07.2025;3;Late Delivery
R000697;O0057973;03.10.2025;2;Wrong Item
R000698;O0016649;30.03.2025;1;Wrong Item
R000699;O0051704;18.05.2026;2;Customer Changed Mind
R000700;O0041278;26.12.2025;3;Customer Changed Mind
R000701;O0004167;14.06.2025;3;Wrong Item
R000702;O0004091;16.11.2025;2;Damaged
R000703;O0043067;12.10.2025;1;Damaged
R000704;O0057206;05.03.2026;2;Customer Changed Mind
R000705;O0044412;02.11.2025;2;Customer Changed Mind
R000706;O0005658;03.06.2025;1;Customer Changed Mind
R000707;O9999999;25.07.2025;1;Wrong Item
R000708;O0005914;15.04.2026;3;Wrong Item
R000709;O0049728;12.10.2025;3;Other
R000710;O0058936;04.12.2025;3;Damaged
R000711;O0027319;03.07.2026;-1;Customer Changed Mind
R000712;O0045685;31.10.2025;3;Other
R000713;O0006693;14.09.2025;3;Wrong Item
R000714;O0055557;23.04.2026;1;Late Delivery
R000715;O0014962;31.05.2026;3;Customer Changed Mind
R000716;O0042574;04.05.2026;2;Wrong Item
R000717;O0012784;10.10.2025;3;Damaged
R000718;O0010523;02.10.2025;1;Damaged
R000719;O0018935;26.02.2026;3;Other
R000720;O0042048;19.03.2025;2;Other
R000721;O0027141;25.11.2025;2;Late Delivery
R000722;O0055652;10.08.2025;3;Late Delivery
R000723;O0048992;28.08.2025;1;Customer Changed Mind
R000724;O0012382;18.06.2025;2;Other
R000725;O0007116;07.04.2026;3;Other
R000726;O0045082;15.04.2026;2;Damaged
R000727;O0007235;20.02.2025;2;Damaged
R000728;O0014019;18.12.2025;2;Late Delivery
R000729;O0055825;24.06.2025;3;Wrong Item
R000730;O0021006;21.09.2025;2;Customer Changed Mind
R000731;O0033023;26.07.2025;2;Late Delivery
R000732;O0026338;23.06.2025;2;Customer Changed Mind
R000733;O0052470;18.07.2025;1;Late Delivery
R000734;O0014193;26.06.2025;1;Customer Changed Mind
R000735;O0044281;04.02.2025;1;Other
R000736;O0046875;19.02.2026;3;Customer Changed Mind
R000737;O0047949;17.03.2026;2;Damaged
R000738;O0030366;22.05.2025;2;Late Delivery
R000739;O0044982;03.06.2025;3;Other
R000740;O0055521;10.11.2025;3;Customer Changed Mind
R000741;O0000946;01.04.2026;2;Other
R000742;O0038159;09.01.2026;2;Wrong Item
R000743;O0006882;07.07.2026;2;Customer Changed Mind
R000744;O0008075;08.05.2025;2;Damaged
R000745;O0045795;13.08.2025;1;Late Delivery
R000746;O0048003;06.06.2025;3;Other
R000747;O0030897;28.08.2025;1;Damaged
R000748;O0018431;26.09.2025;2;Customer Changed Mind
R000749;O0010213;22.06.2025;3;Damaged
R000750;O0008428;09.07.2025;1;Customer Changed Mind
R000751;O0055133;03.05.2025;1;Customer Changed Mind
R000752;O0057132;20.06.2025;3;Customer Changed Mind
R000753;O0054762;17.03.2026;3;Other
R000754;O0020404;23.09.2025;2;Customer Changed Mind
R000755;O0022369;16.05.2025;3;Damaged
R000756;O0007670;10.02.2026;1;Customer Changed Mind
R000757;O0028768;18.02.2025;2;Wrong Item
R000758;O0032844;26.11.2025;2;Damaged
R000759;O0013748;04.01.2026;1;Damaged
R000760;O0059282;25.05.2026;1;Customer Changed Mind
R000761;O0035561;08.11.2025;1;Other
R000762;O0025680;22.02.2026;3;Other
R000763;O0049250;04.04.2026;2;Late Delivery
R000764;O0048730;22.03.2026;2;Customer Changed Mind
R000765;O0049522;16.06.2025;1;Damaged
R000766;O0024464;09.03.2026;2;Damaged
R000767;O0041309;22.02.2026;2;Other
R000768;O9999999;15.07.2025;1;Customer Changed Mind
R000769;O0029893;12.09.2025;3;Other
R000770;O0019688;19.03.2026;2;Late Delivery
R000771;O0041584;19.05.2026;3;Wrong Item
R000772;O0019603;28.10.2025;1;Customer Changed Mind
R000773;O0005490;01.10.2025;2;Customer Changed Mind
R000774;O0048611;09.08.2025;3;Wrong Item
R000775;O0037455;26.02.2025;2;Damaged
R000776;O0044108;29.01.2026;3;Customer Changed Mind
R000777;O0039094;20.06.2026;1;Wrong Item
R000778;O0025619;26.11.2025;1;Other
R000779;O0020830;26.05.2025;1;Customer Changed Mind
R000780;O0057149;22.11.2025;1;Damaged
R000781;O0040501;24.11.2025;3;Customer Changed Mind
R000782;O0038085;14.07.2025;1;Customer Changed Mind
R000783;O0010135;08.04.2026;2;Damaged
R000784;O0048519;03.03.2025;2;Customer Changed Mind
R000785;O0036680;06.02.2026;1;Customer Changed Mind
R000786;O0005602;11.12.2025;2;Damaged
R000787;O0037415;18.09.2025;2;Customer Changed Mind
R000788;O0024975;27.05.2026;2;Damaged
R000789;O0001144;02.04.2026;2;Wrong Item
R000790;O0017765;24.03.2026;3;Other
R000791;O0004229;19.03.2026;1;Customer Changed Mind
R000792;O0016853;12.06.2026;2;Customer Changed Mind
R000793;O0054539;09.11.2025;3;Late Delivery
R000794;O0036836;16.06.2026;3;Other
R000795;O0054846;02.02.2026;1;Damaged
R000796;O0036644;15.02.2025;2;Damaged
R000797;O0023640;14.04.2025;3;Customer Changed Mind
R000798;O0023982;12.05.2026;3;Damaged
R000799;O0030142;21.12.2025;3;Late Delivery
R000800;O0010921;08.07.2026;1;Other
R000801;O0047316;25.04.2025;2;Other
R000802;O0056508;27.12.2025;3;Wrong Item
R000803;O0037459;12.03.2026;2;Late Delivery
R000804;O0021902;12.10.2025;3;Other
R000805;O0035911;18.02.2026;3;Late Delivery
R000806;O0036838;08.05.2025;2;Other
R000807;O0030613;31.03.2026;2;Damaged
R000808;O0019123;26.07.2025;3;Late Delivery
R000809;O0044314;10.02.2026;1;Late Delivery
R000810;O0018093;26.05.2026;1;Damaged
R000811;O0037809;20.03.2026;2;Customer Changed Mind
R000812;O0058276;16.09.2025;2;Customer Changed Mind
R000813;O0028284;03.06.2026;1;Customer Changed Mind
R000814;O0022467;25.09.2025;3;Wrong Item
R000815;O0035442;09.05.2025;2;Customer Changed Mind
R000816;O0032568;14.05.2025;1;Customer Changed Mind
R000817;O0018913;06.06.2025;3;Customer Changed Mind
R000818;O0057783;19.06.2026;3;Customer Changed Mind
R000819;O0045457;26.02.2025;3;Damaged
R000820;O0056967;07.02.2026;1;Wrong Item
R000821;O0055701;28.09.2025;1;Wrong Item
R000822;O0002410;30.04.2026;1;Wrong Item
R000823;O0000531;14.07.2026;3;Customer Changed Mind
R000824;O0027676;19.01.2026;1;Customer Changed Mind
R000825;O0045462;29.10.2025;3;Damaged
R000826;O0011409;01.02.2025;1;Wrong Item
R000827;O0028028;14.02.2026;1;Customer Changed Mind
R000828;O0048262;05.06.2026;2;Damaged
R000829;O0051755;23.04.2026;3;Customer Changed Mind
R000830;O0052168;12.06.2025;2;Other
R000831;O0047434;11.03.2026;2;Damaged
R000832;O0018206;16.10.2025;3;Damaged
R000833;O0044321;02.07.2025;3;Customer Changed Mind
R000834;O0018682;10.09.2025;3;Customer Changed Mind
R000835;O0045892;26.06.2025;3;Wrong Item
R000836;O0031301;25.02.2026;2;Damaged
R000837;O0032292;18.08.2025;-1;Customer Changed Mind
R000838;O0048341;29.06.2025;1;Late Delivery
R000839;O0032816;09.06.2026;3;Customer Changed Mind
R000840;O0016371;12.02.2025;3;Damaged
R000841;O0023079;27.12.2025;3;Customer Changed Mind
R000842;O0006307;02.01.2026;2;Customer Changed Mind
R000843;O0024988;20.10.2025;1;Customer Changed Mind
R000844;O0001512;05.03.2026;2;Wrong Item
R000845;O0055214;24.01.2026;3;Other
R000846;O0003938;03.07.2025;3;Damaged
R000847;O0037298;17.03.2025;3;Wrong Item
R000848;O0032523;14.10.2025;1;Customer Changed Mind
R000849;O0030833;22.06.2026;1;Customer Changed Mind
R000850;O0010176;28.06.2026;2;Wrong Item
R000851;O0046724;17.07.2025;3;Damaged
R000852;O0040423;24.08.2025;2;Wrong Item
R000853;O0002096;08.03.2025;2;Late Delivery
R000854;O0009674;22.02.2025;2;Other
R000855;O0017207;03.11.2025;3;Damaged
R000856;O0048046;05.04.2025;3;Late Delivery
R000857;O0037504;07.05.2025;1;Wrong Item
R000858;O0011872;06.03.2026;1;Customer Changed Mind
R000859;O0029207;23.06.2025;2;Other
R000860;O0013345;05.06.2025;2;Other
R000861;O0032937;24.12.2025;3;Other
R000862;O0009168;28.05.2025;2;Wrong Item
R000863;O0007804;21.04.2025;3;Late Delivery
R000864;O0056163;23.02.2026;2;Other
R000865;O0008768;16.06.2026;3;Damaged
R000866;O0049112;15.06.2026;2;Wrong Item
R000867;O0016340;19.06.2025;2;Damaged
R000868;O0015899;01.06.2025;3;Other
R000869;O0012914;01.08.2025;3;Customer Changed Mind
R000870;O0013180;29.12.2025;1;Damaged
R000871;O0033540;10.03.2026;2;Late Delivery
R000872;O0005966;04.02.2025;1;Customer Changed Mind
R000873;O0020875;29.03.2026;1;Other
R000874;O0035087;02.03.2025;3;Late Delivery
R000875;O0054382;29.05.2026;2;Late Delivery
R000876;O0014768;22.06.2026;1;Wrong Item
R000877;O0039701;28.02.2025;1;Customer Changed Mind
R000878;O0036150;27.12.2025;2;Other
R000879;O0049405;14.04.2025;1;Customer Changed Mind
R000880;O0042020;08.02.2025;2;Other
R000881;O0043741;15.02.2026;1;Damaged
R000882;O0036169;01.05.2025;3;Other
R000883;O0038118;21.01.2026;2;Damaged
R000884;O0038379;23.09.2025;2;Damaged
R000885;O9999999;16.10.2025;2;Customer Changed Mind
R000886;O0041421;13.02.2026;3;Damaged
R000887;O0048050;11.03.2025;2;Damaged
R000888;O0056148;04.08.2025;3;Customer Changed Mind
R000889;O0037579;09.03.2025;1;Damaged
R000890;O0001351;01.09.2025;1;Customer Changed Mind
R000891;O0059509;27.12.2025;1;Other
R000892;O0045514;05.06.2026;3;Damaged
R000893;O0012637;21.06.2025;2;Customer Changed Mind
R000894;O0027085;06.01.2026;2;Customer Changed Mind
R000895;O0014259;09.03.2026;2;Customer Changed Mind
R000896;O0047302;12.07.2025;2;Wrong Item
R000897;O0033473;12.11.2025;1;Damaged
R000898;O0054237;02.02.2026;2;Damaged
R000899;O0041399;02.05.2025;3;Late Delivery
R000900;O0015241;08.02.2026;3;Wrong Item
R000901;O0046551;27.08.2025;2;Other
R000902;O0002305;27.04.2025;1;Customer Changed Mind
R000903;O0034373;05.07.2025;1;Wrong Item
R000904;O0023705;01.01.2026;1;Damaged
R000905;O0045921;07.06.2025;2;Wrong Item
R000906;O0032545;26.05.2025;3;Other
R000907;O0010867;18.05.2026;3;Late Delivery
R000908;O0012646;03.02.2026;2;Customer Changed Mind
R000909;O0010038;17.08.2025;3;Other
R000910;O0022322;27.03.2026;2;Damaged
R000911;O0020834;16.07.2025;3;Late Delivery
R000912;O0002612;02.09.2025;3;Customer Changed Mind
R000913;O0024994;02.10.2025;3;Customer Changed Mind
R000914;O0004953;03.10.2025;2;Other
R000915;O0059100;15.06.2026;1;Damaged
R000916;O0014877;12.04.2025;2;Customer Changed Mind
R000917;O0001203;27.10.2025;2;Damaged
R000918;O0003995;04.06.2025;3;Customer Changed Mind
R000919;O0006761;05.05.2025;3;Late Delivery
R000920;O0018800;16.06.2026;1;Late Delivery
R000921;O0001034;17.07.2025;3;Wrong Item
R000922;O0041987;05.05.2026;1;Customer Changed Mind
R000923;O0001750;25.11.2025;2;Customer Changed Mind
R000924;O0046161;20.02.2026;2;Customer Changed Mind
R000925;O0010058;30.04.2025;3;Other
R000926;O0007001;19.11.2025;1;Other
R000927;O0052343;29.01.2026;1;Customer Changed Mind
R000928;O0013588;25.05.2025;2;Customer Changed Mind
R000929;O0027154;20.09.2025;1;Damaged
R000930;O0025897;06.02.2025;1;Late Delivery
R000931;O0049138;13.07.2025;2;Customer Changed Mind
R000932;O0054758;18.05.2025;2;Customer Changed Mind
R000933;O0045893;18.05.2025;3;Damaged
R000934;O0007063;20.12.2025;2;Late Delivery
R000935;O0009558;01.06.2025;3;Damaged
R000936;O0041997;03.04.2025;3;Customer Changed Mind
R000937;O0007488;18.10.2025;2;Late Delivery
R000938;O0017235;11.02.2026;1;Customer Changed Mind
R000939;O0039511;13.03.2026;3;Customer Changed Mind
R000940;O0010190;05.02.2026;2;Damaged
R000941;O0034810;22.03.2025;1;Late Delivery
R000942;O0042366;19.05.2026;3;Other
R000943;O0008962;21.11.2025;1;Late Delivery
R000944;O0027792;04.10.2025;3;Other
R000945;O0038327;04.03.2026;2;Wrong Item
R000946;O0033061;07.10.2025;2;Other
R000947;O0040550;09.01.2026;1;Customer Changed Mind
R000948;O0025248;30.06.2025;1;Damaged
R000949;O0041316;04.01.2026;1;Wrong Item
R000950;O0031640;18.03.2026;3;Damaged
R000951;O0013366;11.02.2026;2;Other
R000952;O0010477;06.08.2025;1;Late Delivery
R000953;O0053665;01.08.2025;2;Damaged
R000954;O0019022;14.11.2025;2;Damaged
R000955;O0041098;03.08.2025;3;Late Delivery
R000956;O0057780;22.01.2026;2;Customer Changed Mind
R000957;O0001988;29.12.2025;1;Late Delivery
R000958;O0012333;30.05.2026;3;Damaged
R000959;O0027251;07.12.2025;1;Damaged
R000960;O0001999;04.03.2025;2;Other
R000961;O0026786;29.12.2025;2;Other
R000962;O0015192;17.02.2026;3;Damaged
R000963;O0008088;06.12.2025;3;Other
R000964;O0007508;28.09.2025;3;Damaged
R000965;O0038596;26.04.2026;3;Customer Changed Mind
R000966;O0055573;22.05.2026;2;Customer Changed Mind
R000967;O0050402;01.12.2025;2;Other
R000968;O0049557;11.12.2025;2;Wrong Item
R000969;O0042680;10.07.2025;2;Customer Changed Mind
R000970;O0016011;04.04.2025;2;Damaged
R000971;O0058070;01.05.2025;2;Late Delivery
R000972;O0027417;05.05.2026;1;Wrong Item
R000973;O0048382;16.08.2025;2;Damaged
R000974;O0012446;28.09.2025;3;Other
R000975;O0015688;07.11.2025;1;Other
R000976;O0035860;31.03.2025;1;Late Delivery
R000977;O0037830;13.04.2026;3;Other
R000978;O0002080;13.05.2026;3;Late Delivery
R000979;O0009557;15.07.2025;1;Customer Changed Mind
R000980;O0000023;03.03.2026;3;Damaged
R000981;O0001052;27.03.2026;1;Customer Changed Mind
R000982;O0056232;30.05.2025;1;Wrong Item
R000983;O0034419;31.10.2025;-1;Damaged
R000984;O0054483;27.10.2025;1;Other
R000985;O0025675;22.08.2025;2;Wrong Item
R000986;O0015036;27.06.2025;3;Damaged
R000987;O0019845;22.05.2026;1;Other
R000988;O0038448;31.01.2026;3;Wrong Item
R000989;O0002762;12.07.2026;2;Other
R000990;O0011085;03.05.2025;3;Customer Changed Mind
R000991;O0011415;24.03.2026;2;Customer Changed Mind
R000992;O0052180;04.03.2026;1;Wrong Item
R000993;O0025410;16.06.2026;2;Customer Changed Mind
R000994;O0048818;16.03.2026;3;Customer Changed Mind
R000995;O0035821;07.03.2026;3;Customer Changed Mind
R000996;O0005294;12.08.2025;1;Customer Changed Mind
R000997;O0058363;11.03.2025;3;Customer Changed Mind
R000998;O0052316;12.04.2026;2;Late Delivery
R000999;O0042683;15.02.2026;3;Customer Changed Mind
R001000;O0023265;13.02.2025;1;Customer Changed Mind
R001001;O0007086;13.06.2026;3;Other
R001002;O0014990;28.02.2026;1;Customer Changed Mind
R001003;O0042381;07.03.2026;1;Wrong Item
R001004;O0031604;12.04.2026;2;Customer Changed Mind
R001005;O0041775;14.08.2025;1;Late Delivery
R001006;O0022888;24.02.2026;3;Late Delivery
R001007;O0009792;05.10.2025;3;Customer Changed Mind
R001008;O0024225;08.02.2025;1;Damaged
R001009;O0007426;25.02.2025;2;Customer Changed Mind
R001010;O0021831;22.12.2025;1;Damaged
R001011;O0000554;24.03.2025;1;Late Delivery
R001012;O0029713;29.12.2025;3;Damaged
R001013;O0016766;31.05.2026;2;Other
R001014;O0007357;14.08.2025;1;Wrong Item
R001015;O0058982;23.08.2025;3;Damaged
R001016;O0014997;28.06.2025;2;Customer Changed Mind
R001017;O0046118;26.11.2025;1;Wrong Item
R001018;O0005113;18.12.2025;2;Customer Changed Mind
R001019;O0020342;16.08.2025;1;Other
R001020;O0026044;10.05.2025;1;Damaged
R001021;O0002734;23.05.2026;1;Damaged
R001022;O0057345;09.04.2026;3;Customer Changed Mind
R001023;O0037157;04.06.2026;3;Customer Changed Mind
R001024;O0007556;21.10.2025;1;Other
R001025;O0016023;29.04.2025;3;Late Delivery
R001026;O0057396;12.05.2025;3;Damaged
R001027;O0034051;14.12.2025;2;Late Delivery
R001028;O0033406;23.02.2025;2;Wrong Item
R001029;O0025133;26.07.2025;3;Damaged
R001030;O0058792;19.02.2026;2;Customer Changed Mind
R001031;O0026484;16.05.2026;1;Customer Changed Mind
R001032;O0057318;18.04.2025;2;Wrong Item
R001033;O0024339;20.03.2026;3;Customer Changed Mind
R001034;O0021763;02.03.2025;3;Damaged
R001035;O0042723;14.05.2026;2;Damaged
R001036;O0034277;10.03.2026;1;Damaged
R001037;O0018756;14.08.2025;1;Wrong Item
R001038;O0016572;07.03.2026;2;Other
R001039;O0049866;15.04.2025;1;Late Delivery
R001040;O0002038;09.11.2025;2;Late Delivery
R001041;O0042902;19.02.2026;1;Customer Changed Mind
R001042;O0007673;13.06.2026;1;Customer Changed Mind
R001043;O0059984;17.09.2025;2;Damaged
R001044;O0037281;15.03.2025;1;Customer Changed Mind
R001045;O0029387;21.01.2026;1;Late Delivery
R001046;O0050878;18.04.2026;2;Other
R001047;O0042791;23.10.2025;2;Wrong Item
R001048;O0034555;07.08.2025;3;Wrong Item
R001049;O0014503;03.08.2025;1;Wrong Item
R001050;O0007601;10.02.2026;1;Late Delivery
R001051;O9999999;02.02.2026;1;Damaged
R001052;O0051053;12.05.2025;3;Customer Changed Mind
R001053;O0007796;09.04.2025;1;Customer Changed Mind
R001054;O0030866;24.06.2025;3;Damaged
R001055;O0016806;05.02.2026;2;Customer Changed Mind
R001056;O0039246;30.03.2026;3;Customer Changed Mind
R001057;O0033149;19.11.2025;2;Other
R001058;O0036035;11.06.2026;3;Customer Changed Mind
R001059;O0018359;19.02.2025;3;Damaged
R001060;O0021389;23.03.2025;1;Wrong Item
R001061;O0024760;17.07.2025;3;Wrong Item
R001062;O0031197;10.11.2025;1;Customer Changed Mind
R001063;O0033305;28.06.2025;2;Other
R001064;O0018548;31.03.2026;2;Late Delivery
R001065;O0043306;28.07.2025;3;Damaged
R001066;O0034258;23.03.2026;3;Other
R001067;O0053659;14.05.2026;2;Late Delivery
R001068;O0006326;31.05.2025;3;Customer Changed Mind
R001069;O0037865;09.03.2026;1;Customer Changed Mind
R001070;O0024755;05.06.2025;1;Customer Changed Mind
R001071;O0056327;20.08.2025;2;Wrong Item
R001072;O0026496;10.02.2026;1;Customer Changed Mind
R001073;O0007891;28.05.2025;3;Customer Changed Mind
R001074;O0027768;04.12.2025;3;Customer Changed Mind
R001075;O0019221;14.06.2025;1;Other
R001076;O0010837;28.10.2025;1;Customer Changed Mind
R001077;O0030079;01.07.2025;1;Customer Changed Mind
R001078;O0048178;11.12.2025;2;Damaged
R001079;O0054864;12.05.2026;3;Wrong Item
R001080;O0052296;16.01.2026;2;Wrong Item
R001081;O0009341;15.08.2025;2;Wrong Item
R001082;O0025284;07.03.2026;1;Damaged
R001083;O0043527;12.07.2026;2;Customer Changed Mind
R001084;O0014695;12.12.2025;3;Customer Changed Mind
R001085;O0050729;16.03.2026;1;Late Delivery
R001086;O0009385;17.01.2026;3;Customer Changed Mind
R001087;O0037486;27.10.2025;3;Customer Changed Mind
R001088;O0047613;03.07.2026;2;Customer Changed Mind
R001089;O0046642;01.07.2026;1;Customer Changed Mind
R001090;O0043409;23.04.2026;2;Late Delivery
R001091;O0058762;20.02.2025;3;Wrong Item
R001092;O0023410;26.12.2025;2;Late Delivery
R001093;O0037389;10.02.2026;2;Wrong Item
R001094;O0012557;13.05.2025;2;Customer Changed Mind
R001095;O0035391;11.07.2025;2;Damaged
R001096;O0015697;05.04.2025;1;Customer Changed Mind
R001097;O0045268;27.06.2026;3;Customer Changed Mind
R001098;O0017421;10.06.2025;3;Damaged
R001099;O0058991;11.10.2025;3;Late Delivery
R001100;O0025824;15.02.2025;1;Late Delivery
R001101;O0011179;21.07.2025;3;Other
R001102;O0010987;03.03.2026;1;Damaged
R001103;O0027205;27.09.2025;2;Damaged
R001104;O0056350;13.06.2025;3;Other
R001105;O0004786;02.12.2025;2;Other
R001106;O0018576;02.02.2026;2;Wrong Item
R001107;O0015844;10.12.2025;3;Late Delivery
R001108;O0017987;08.02.2026;2;Customer Changed Mind
R001109;O0006113;27.04.2026;2;Customer Changed Mind
R001110;O0032594;30.06.2026;3;Customer Changed Mind
R001111;O0023347;15.04.2026;3;Damaged
R001112;O0048367;12.09.2025;-1;Late Delivery
R001113;O0050669;14.02.2025;1;Other
R001114;O0048198;13.11.2025;2;Customer Changed Mind
R001115;O0003500;03.06.2025;3;Damaged
